criterion_id,category,tag,question,system_instruction,user_prompt_template,formula_or_data_needed,output_format
i2_insider_conviction_judgment,I - Ownership & sentiment,J,"Does observed insider buying reflect genuine management conviction, or routine/compensation-driven activity that shouldn't be read as a signal?","You are a hedge fund analyst who specializes in reading SEC Form 4 insider-transaction filings for genuine signal versus noise. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then. Distinguish open-market cash purchases (higher signal value — insiders spending their own money) from routine option exercises, 10b5-1 pre-scheduled sales/purchases, or compensation-related share awards (low-to-no signal value). If you recognize this company and know things that happened to it AFTER {as_of}, deliberately set that knowledge aside. Respond with ONLY a JSON object: {""score"": 0|1|2, ""reasoning"": ""...""}","As of {as_of}, given the insider transaction activity described below for {company}, does it reflect genuine open-market conviction buying (score 2), routine/ambiguous activity (score 1), or no real signal / this is actually insider selling (score 0)?

Insider transaction detail:
{insider_transaction_detail}

Company situation:
{company_brief}","DATA GAP: same as i1 — needs real Form 4 detail (transaction type, price, insider role) not currently available from any tool in this project's toolset. This criterion's prompt is ready to use the moment that data source exists.","{""score"": 0|1|2, ""reasoning"": str}"
i3_shortinterest_dtc,I - Ownership & sentiment,M,Is short-seller positioning in this stock unusually crowded (elevated days-to-cover)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Days to Cover (DTC) = Short Interest (shares) / Average Daily Trading Volume. <3 days = shorts can exit easily, low squeeze risk. 3-5 days = moderate. 5-10 days = high squeeze potential, shorts would struggle to cover quickly. >10 days = extreme, even a modest rally could trigger significant covering. For large-caps, DTC>5 is generally elevated; small-caps/biotech run structurally higher, compare to sector peers not an absolute number. DATA GAP: no tool in this project's current toolset returns short-interest data (short interest is typically reported bi-monthly by FINRA/exchanges) — not fetchable today.",N/A
i4_institutional_ownership_trend,I - Ownership & sentiment,M,Is institutional ownership (13F-reporting funds) increasing or decreasing in this stock recently?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Quarter-over-quarter change in % of shares outstanding held by 13F-reporting institutions, sourced from aggregated SEC 13F filings (reported quarterly, with a real lag — 13Fs are due 45 days after quarter-end, so this is never fully current). A rising trend across several consecutive quarters is generally read as a positive accumulation signal; a sharp drop can precede or confirm price weakness. DATA GAP: no tool in this project's current toolset returns institutional-ownership or 13F data — not fetchable today.",N/A
i5_analyst_target_gap,I - Ownership & sentiment,M,Is there a meaningful gap between where Wall Street analysts think this stock is worth and where it's currently trading?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Gap % = (Average analyst 12-month price target - Current price) / Current price. A large positive gap (e.g. >20%) suggests the sell-side sees meaningful undervaluation; treat with real skepticism though — analyst targets are frequently lagging/anchored to recent price action rather than leading indicators, and coverage quality varies enormously by name. DATA GAP: no tool in this project's current toolset returns analyst price targets or consensus estimates — not fetchable today.",N/A
i6_analyst_rating_momentum,I - Ownership & sentiment,J,"Has sell-side analyst sentiment on this stock been improving or deteriorating recently (upgrade/downgrade momentum), and does that shift look substantive?","You are a sell-side equity research analyst who tracks peer analyst rating changes across Wall Street coverage for a specific name. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then. Weigh whether recent rating changes look like genuinely new analysis (a real change in view, often following an earnings report or guidance change) versus herd-following price-target creep. If you recognize this company and know things that happened to it AFTER {as_of}, deliberately set that knowledge aside. Respond with ONLY a JSON object: {""score"": 0|1|2, ""reasoning"": ""...""}","As of {as_of}, given the analyst rating activity described below for {company}, does the recent trend reflect a genuine, substantive positive shift in sell-side view (score 2), a mixed/unclear picture (score 1), or a genuine negative shift / no meaningful signal (score 0)?

Recent analyst rating activity:
{analyst_activity_detail}

Company situation:
{company_brief}",DATA GAP: same as i5 — needs real analyst rating-change history not currently available from any tool in this project's toolset.,"{""score"": 0|1|2, ""reasoning"": str}"
i7_float_shortpct,I - Ownership & sentiment,M,What fraction of this stock's tradable float is currently sold short — is bearish positioning unusually crowded?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Short % of float = Short Interest (shares) / Float (shares). >20% of float short is a commonly-cited threshold for 'heavily shorted' / crowded bearish positioning, sometimes associated with squeeze setups when paired with a positive catalyst. Uses the same underlying short-interest data as i3_shortinterest_dtc — DATA GAP: not currently fetchable by any tool in this project's toolset, same limitation as i3.",N/A
i8_management_ownership_judgment,I - Ownership & sentiment,J,Does management/insider ownership in this company look large enough to suggest real skin-in-the-game alignment with outside shareholders?,"You are a corporate-governance-focused equity analyst assessing management incentive alignment. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then. A high insider/founder ownership stake (meaningfully more than the low-single-digit percentages typical of large, widely-held companies) generally suggests stronger alignment; near-zero insider ownership in a founder-led or recently-IPO'd company is a mild yellow flag, though this varies a lot by company age and sector norms. If you recognize this company and know things that happened to it AFTER {as_of}, deliberately set that knowledge aside. Respond with ONLY a JSON object: {""score"": 0|1|2, ""reasoning"": ""...""}","As of {as_of}, given {company}'s insider/management ownership percentage below, does it suggest strong founder/management alignment with shareholders (score 2), an unclear/middling picture (score 1), or weak alignment (score 0)?

Insider/management ownership %: {insider_ownership_pct}

Company situation:
{company_brief}","Partial data gap: get_equity_fundamentals doesn't expose an explicit insider-ownership-percentage field in this project's current toolset — would need to be sourced from a proxy statement or a new data connector. This criterion's prompt is ready the moment that figure is available (even a roughly-known founder stake from the company description, e.g. 'founder-led, no public insider stake disclosed,' is usable input for the judgment).","{""score"": 0|1|2, ""reasoning"": str}"
j10_obvdivergence,J - Additional technical/momentum,M,Is there NO bearish divergence between price and OBV (price making new highs while OBV is NOT — a classic distribution warning)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Divergence detection (standard technical-analysis practice built on Granville's OBV): compare whether price made a new N-day high on the most recent high-water-mark date AND whether OBV also made a new N-day high on that same date. If price did but OBV didn't, that's a bearish divergence — often read as smart-money distribution into retail-driven strength, a genuine warning a pure price/MA-based screen (j2, j6, j9) would miss entirely. This is the inverse/complement of j5 (confirmation) — together they give both the positive and negative volume-based signal.",N/A
j1_relstrength,J - Additional technical/momentum,M,Is this stock outperforming its sector/benchmark over the trailing 3-12 months (relative strength)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Relative strength = stock's trailing return (3mo/6mo/12mo) minus the sector ETF or S&P 500's trailing return over the same window. Grounded in Jegadeesh & Titman (1993, Journal of Finance) — buying past 3-12mo winners and selling past losers produced a documented ~12%/yr excess return on NYSE/AMEX stocks 1965-1989, robust to size and transaction-cost controls. Computable client-side the same way compute_rubric.py already does (get_equity_historicals for the stock AND a benchmark/sector-ETF ticker, same date range, compare cumulative returns) — not yet implemented in that script.",N/A
j2_goldencross,J - Additional technical/momentum,M,Has this stock's 50-day moving average recently crossed above its 200-day moving average (golden cross)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Golden cross = SMA(50) crosses from below to above SMA(200) — the standard definition (50/200 chosen because ~50 trading days ≈ one quarter, ~200 ≈ one year). Widely used as a bullish trend-shift signal; both SMAs are simple extensions of the ema_series()-style function already in compute_rubric.py (use a plain rolling mean instead of exponential weighting). 'Recently' = the cross happened within the trailing ~10 sessions, same 'turned positive within ~10 bars' convention rubric.md already uses for c18_macd.",N/A
j3_notdeathcross,J - Additional technical/momentum,M,Is this stock NOT currently in a death-cross regime (50-day MA below 200-day MA)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Death cross = SMA(50) below SMA(200) — the inverse of j2, a standard bearish-regime marker. This is a risk-avoidance gate-style check (fail = the stock is in a confirmed longer-term downtrend structure), not a standalone bullish signal — pairs with j2 rather than duplicating it.",N/A
j4_atrregime,J - Additional technical/momentum,M,Is this stock's volatility currently expanding (a real move may be starting) rather than contracting (still consolidating)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"ATR(14) via Wilder's smoothing: ATR = [(Prior ATR × 13) + Current True Range] / 14, where True Range = max(High−Low, |High−PrevClose|, |Low−PrevClose|) — Wilder's original 1978 formula, still the industry standard (StockCharts, TradingView, FTMO Academy all confirm this exact definition). Volatility regime = current ATR vs. its own 90-day average — 'expanding' if >1.3x, 'contracting' if <0.7x (same ratio-threshold convention as c22_relvol's 1.3x). Computable from the same get_equity_historicals bars compute_rubric.py already pulls; not yet implemented there.",N/A
j5_obvtrend,J - Additional technical/momentum,M,"Is On-Balance Volume confirming the price trend (rising OBV alongside rising price = real accumulation, not just noise)?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"OBV, developed by Joseph Granville (1963, ""Granville's New Key to Stock Market Profits""): running total where each day adds +volume if close>prior close, −volume if close<prior close, unchanged if equal. Core principle (Granville): volume precedes price — a rising OBV signals accumulation. This criterion checks CONFIRMATION (OBV trending the same direction as price over the trailing ~20 sessions), distinct from j10 below which checks for a DIVERGENCE warning. Fully computable client-side from the same OHLCV bars already fetched (only needs volume+close, no new data source).",N/A
j6_52wkbreakout,J - Additional technical/momentum,M,"Has this stock broken out to a new 52-week high on above-average volume (a confirmed breakout, not a low-conviction drift to a new high)?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"New 52-week high (close > max close of trailing 252 trading days) AND that day's volume > 1.5× the trailing 30-day average volume (reuses compute_rubric.py's existing relative_volume() function at a higher threshold than c22's 1.3x, since a breakout day should show materially more conviction than a routine up-day). high_52_weeks is already fetched via get_equity_fundamentals for a1_pctoffhigh — this criterion is functionally its bullish-momentum mirror image for growth/momentum archetypes rather than the turnaround archetype's drawdown-depth read.",N/A
j7_ichimoku,J - Additional technical/momentum,M,Is the price trading above the Ichimoku cloud (kumo) — a broader trend-confirmation signal than a single moving average?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Ichimoku Kinko Hyo (Goichi Hosoda, published 1969): Senkou Span A = (Conversion Line + Base Line)/2 plotted 26 periods ahead, where Conversion Line = (9-period High+Low)/2 and Base Line = (26-period High+Low)/2; Senkou Span B = (52-period High+Low)/2, also plotted 26 ahead. The cloud (kumo) is the shaded area between Span A and Span B. Price above the cloud = bullish regime. More data-hungry than the other Category J criteria (needs ~78+ trailing bars for the 52-period component) but fully computable from the same historicals source, no new data source needed.",N/A
j8_momentum121,J - Additional technical/momentum,M,Does this stock show positive 12-month momentum excluding the most recent month (the standard academic momentum-factor construction)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"The academic ""12-1 momentum"" factor (standard in Jegadeesh & Titman-descended momentum literature and the Fama-French/AQR momentum factor construction): cumulative return from 12 months ago to 1 month ago, deliberately EXCLUDING the most recent month to avoid the well-documented short-term reversal effect that contaminates naive trailing-12mo return. Distinct from j1 (relative to a benchmark) — this is the stock's own absolute momentum. Computable from get_equity_historicals with a ~253-trading-day pull, same pattern as compute_rubric.py's existing functions.",N/A
j9_higherlows,J - Additional technical/momentum,M,"Is the stock in a structural uptrend — making a sequence of higher highs AND higher lows over the trailing ~3 months, not just a single bounce?","N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"Classic Dow Theory trend definition (an uptrend = each swing high exceeds the prior swing high, each swing low exceeds the prior swing low). Implementation: identify local swing highs/lows in the trailing ~60 bars (a bar is a swing high if its high exceeds the N bars on both sides, swing low analogously — a standard fractal/pivot detection, N=3-5 is typical), then check the sequence is monotonically increasing for both. More structurally rigorous than a1/c19's single-point checks — catches a stock that's technically 'above its 50-day EMA' but chopping sideways with lower highs, which c19 alone would miss.",N/A
k1_buyback,K - Additional catalyst/event,M,"Is the company actively executing a share buyback program (a real capital-return signal, not just an announced-but-unused authorization)?","N/A — mechanical if the underlying data is fetchable (see formula_or_data_needed); currently a data gap, not implemented",N/A,"Buyback yield = trailing-12-month shares repurchased (dollar value) / market cap — standard equity-research screening metric. HONEST GAP: no confirmed Robinhood MCP tool in this project returns buyback authorization size or actual repurchase activity (checked against get_equity_fundamentals's known field list in rubric-data-sources.csv — not present). Would need either a new data source or a WebSearch-based judgment fallback (in which case this becomes tag J, not M) — flagging as an open question for whoever picks this criterion up, not silently assuming it's already fetchable.",N/A
k2_indexinclusion,K - Additional catalyst/event,M,Does this stock meet the mechanical bar for S&P 500 inclusion (a real re-rating catalyst if it happens — passive index funds are forced buyers)?,"N/A — mechanical, computed by formula (see formula_or_data_needed)",N/A,"S&P 500 addition criteria (S&P Dow Jones Indices methodology, current as of 2025): market cap >= $22.7B (effective July 2025), at least 50% of shares publicly floated, and a float-adjusted liquidity ratio (annual dollar value traded / float-adjusted market cap) > 0.75. All three components are computable from get_equity_fundamentals (market_cap, float, average_volume × price for dollar volume) already used elsewhere in this project — this criterion is 'does the candidate mechanically qualify,' not 'will S&P actually add it' (that's a committee decision, not mechanically predictable, and this criterion should say so explicitly when scored). Real effect if it does happen: passive S&P 500 index funds must buy to track the index, a documented price-supportive flow event.",N/A
k3_activist13d,K - Additional catalyst/event,J,"As of recently, is there a credible, recently-disclosed Schedule 13D activist filing on this company (an investor crossing the 5% ownership threshold with stated intent to engage management or push for strategic change)?","You are a shareholder-activism and special-situations analyst at an equity research desk. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then — no hindsight about how any activist campaign actually played out afterward. Respond with ONLY a JSON object: {""score"": 0|2|4, ""reasoning"": ""...""}","As of {as_of}, is there a credible, recently-disclosed Schedule 13D activist filing on {company} (an investor crossing the 5% ownership threshold with stated intent to engage management or push for strategic change)? Score 4 (recent credible 13D with a clear stated activist agenda), 2 (rumored/unconfirmed activist interest), or 0 (no known activist involvement) — based on what was publicly known as of {as_of} only.

Company situation:
{company_brief}","HONEST GAP: no confirmed Robinhood MCP tool returns SEC 13D/13G filing data in this project (checked against rubric-data-sources.csv's known field list — not present). This criterion would need either a SEC EDGAR-based lookup (not currently connected) or a WebSearch-based judgment call, which is why it's tagged J even though 'has a 13D been filed' is technically a yes/no fact, not a judgment — the FACT isn't mechanically fetchable here yet, so an LLM has to reason about it from whatever public information it can access. Real-world grounding: academic research (Brav/Klein/Zur; Greenwood & Schor) documents ~10% excess returns in the 18 months around a 13D filing, concentrated in the 3-18 month window after filing — a real, evidence-backed catalyst, not folklore.","{""score"": 0|2|4, ""reasoning"": str}"
k4_insiderbuying,K - Additional catalyst/event,J,"As of recently, is there a recent cluster of open-market insider buying at this company (multiple executives/directors buying with their own money, not routine option-exercise-and-hold or 10b5-1 scheduled sales)?","You are an equity research analyst specializing in insider-transaction signals. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then. Respond with ONLY a JSON object: {""score"": 0|1|3, ""reasoning"": ""...""}","As of {as_of}, is there a recent cluster of open-market insider buying at {company} (multiple executives/directors buying with their own money, not routine option-exercise-and-hold or 10b5-1 scheduled sales)? Score 3 (a real recent cluster buy), 1 (isolated/unclear single insider purchase), or 0 (no known insider buying, or only routine/scheduled activity) — based on what was publicly known as of {as_of} only.

Company situation:
{company_brief}","HONEST GAP: no confirmed Robinhood MCP tool returns Form 4 insider-transaction data in this project. Same fetchability caveat as k3 — this would ideally be a mechanical fact (a specific dollar amount of net insider buying in a trailing window) but currently has no verified data source here, so it's scored as an LLM judgment call using whatever public information is available, not a real-time SEC feed.","{""score"": 0|1|3, ""reasoning"": str}"
k5_analystaction,K - Additional catalyst/event,J,"As of recently, has this company recently received a meaningful positive analyst rating upgrade or price-target raise (a real sentiment shift, not routine coverage-initiation noise)?","You are a sell-side equity research analyst tracking analyst sentiment shifts. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then — no hindsight about whether subsequent analyst actions or price moves validated this. Respond with ONLY a JSON object: {""score"": 0|1|3, ""reasoning"": ""...""}","As of {as_of}, has {company} recently received a meaningful positive analyst rating upgrade or price-target raise (a real sentiment shift, not routine coverage-initiation noise)? Score 3 (a clear recent upgrade/target raise from a credible desk), 1 (mixed/unclear analyst sentiment), or 0 (no positive analyst action, or recent downgrades) — based on what was publicly known as of {as_of} only.

Company situation:
{company_brief}",HONEST GAP: no confirmed Robinhood MCP tool returns analyst rating/price-target data in this project. Same fetchability caveat as k3/k4.,"{""score"": 0|1|3, ""reasoning"": str}"
k6_guidanceraise,K - Additional catalyst/event,J,"As of recently, did this company raise its forward guidance at its most recent earnings report (a genuine signal of management confidence, distinct from merely beating a prior estimate — see d24_epsbeat for that separate criterion)?","You are an equity research analyst evaluating management guidance credibility. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then. Respond with ONLY a JSON object: {""score"": 0|1|3, ""reasoning"": ""...""}","As of {as_of}, did {company} raise its forward guidance at its most recent earnings report (a genuine signal of management confidence, distinct from merely beating a prior estimate — see d24_epsbeat for that separate criterion)? Score 3 (clear guidance raise), 1 (maintained/unclear guidance), or 0 (guidance cut or withdrawn) — based on what was publicly known as of {as_of} only.

Company situation:
{company_brief}","Distinct from the existing d24_epsbeat (beat vs. estimate on the PAST quarter) — this is about management's own FORWARD-looking commentary, which get_earnings_results doesn't currently capture (that tool returns estimate/actual EPS only, not qualitative guidance language). Would need earnings-call transcript access or a WebSearch-based judgment; tagged J for that reason.","{""score"": 0|1|3, ""reasoning"": str}"
k7_regulatoryapproval,K - Additional catalyst/event,J,"As of recently, has this company recently received (or does it have a near-term pending) a material regulatory approval, patent grant, or similar binary regulatory catalyst (FDA approval, patent issuance, licensing approval) relevant to its business?","You are a sector specialist (biotech/pharma FDA analyst, or the equivalent regulatory specialist for the company's actual sector) evaluating a regulatory catalyst. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then — no hindsight about how any pending decision actually resolved. Respond with ONLY a JSON object: {""score"": 0|2|4, ""reasoning"": ""...""}","As of {as_of}, has {company} recently received (or does it have a near-term pending) a material regulatory approval, patent grant, or similar binary regulatory catalyst (FDA approval, patent issuance, licensing approval) relevant to its business? Score 4 (recent approval already secured), 2 (credible near-term pending decision, genuinely binary/uncertain), or 0 (no relevant regulatory catalyst) — based on what was publicly known as of {as_of} only.

Company situation:
{company_brief}",Sector-conditional — most relevant for biotech/pharma/medtech and some industrials; N/A for most other sectors (a scoring session should mark this N/A rather than force a 0 for a company with no regulatory-catalyst business model at all). No confirmed Robinhood MCP tool tracks FDA calendar/PDUFA dates or patent filings — WebSearch-dependent judgment.,"{""score"": 0|2|4, ""reasoning"": str}"
k8_marumor,K - Additional catalyst/event,J,"As of recently, is there a credible M&A rumor, announced strategic-alternatives review, or acquisition approach involving this company (credible = reported by mainstream financial press with named sources or company confirmation, not anonymous social-media speculation)?","You are a merger-arbitrage and special-situations analyst evaluating deal credibility. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then — no hindsight about whether any deal actually happened. Respond with ONLY a JSON object: {""score"": 0|2|4, ""reasoning"": ""...""}","As of {as_of}, is there a credible M&A rumor, announced strategic-alternatives review, or acquisition approach involving {company} (credible = reported by mainstream financial press with named sources or company confirmation, not anonymous social-media speculation)? Score 4 (company has confirmed a process or a deal is announced), 2 (credible press-reported rumor, unconfirmed by the company), or 0 (no known M&A activity) — based on what was publicly known as of {as_of} only.

Company situation:
{company_brief}","Deliberately conservative scoring bar (requires named-source press reporting or company confirmation) since unconfirmed M&A rumors are a well-known source of value-destroying false signals — score 2, not 4, for rumor-only cases specifically to avoid over-weighting speculation. No confirmed Robinhood MCP tool surfaces M&A rumor data — WebSearch-dependent judgment, same caveat as k3/k7.","{""score"": 0|2|4, ""reasoning"": str}"
l1_moattype,L - Business quality / moat,J,"What kind of competitive moat does this company have (Morningstar's five sources: network effect, intangible assets, cost advantage, switching costs, efficient scale), and how durable is it?","You are a competitive-strategy analyst applying Morningstar's economic moat framework (the five recognized sources: network effect, intangible assets, cost advantage, switching costs, efficient scale) to classify a company's competitive advantage. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then. If you recognize this company and know things that happened to it AFTER {as_of}, deliberately set that knowledge aside. This is DIFFERENT from and more specific than the overall domain-leadership gate (criterion 33, which asks 'is this company #1/#2 in its domain') - this criterion asks WHAT KIND of moat it has and how long it's likely to last, regardless of current market-share rank. Respond with ONLY a JSON object: {""score"": 0|2|4, ""reasoning"": ""...""}","As of {as_of}, does {company} have an identifiable moat from at least one of Morningstar's five sources (network effect, intangible assets like patents/brand/licenses, cost advantage, switching costs, or efficient scale), and is it wide (durable >20yr on current trajectory), narrow (durable ~10yr), or effectively none? Score 4 (wide moat, clearly identifiable source), 2 (narrow moat, real but time-limited advantage), or 0 (no identifiable moat) - based only on what was true and knowable as of {as_of}.

Company situation:
{company_brief}",LLM judgment from company description + named competitors + business model details. No direct API field for 'moat type' exists.,"{""score"": 0|2|4, ""reasoning"": str}"
l2_insideralignment,L - Business quality / moat,J,"Do executives/insiders have real skin in the game (meaningful ownership, no unusual recent selling), or is incentive alignment weak?","You are a corporate-governance analyst assessing management/insider alignment with shareholders. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, using only information knowable then. Respond with ONLY a JSON object: {""score"": 0|1|2, ""reasoning"": ""...""}","As of {as_of}, do {company}'s executives and directors hold a meaningful equity stake (real skin in the game) with no pattern of unusual heavy selling, or does insider ownership/recent transaction activity suggest weak alignment with shareholders? Score 2 (meaningful ownership, aligned), 1 (unclear/mixed signal), or 0 (low ownership or concerning selling pattern) - based only on what was knowable as of {as_of}.

Company situation:
{company_brief}

Insider ownership % (if known): {insider_ownership_pct}
Recent insider transactions (if known): {insider_transactions}","insider_ownership_pct (% shares held by officers/directors), recent Form 4 insider buy/sell transactions if available.","{""score"": 0|1|2, ""reasoning"": str}"
l3_recurringrevenue,L - Business quality / moat,J,"What percentage of this company's revenue is recurring/contracted (subscription, long-term contract) versus one-time/transactional?","You are an equity research analyst applying standard SaaS/subscription-business screening practice (as used for ARR/recurring-revenue analysis) to classify revenue quality. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date. Respond with ONLY a JSON object: {""score"": 0|1|3, ""reasoning"": ""...""}","As of {as_of}, is most of {company}'s revenue recurring/contracted (subscription, multi-year contracts, high renewal rates) rather than one-time/transactional/cyclical? Score 3 (majority recurring, e.g. >60% subscription/contracted), 1 (mixed model), or 0 (mostly one-time/transactional) - based on the business model as of {as_of}.

Company situation:
{company_brief}",Business-model description; % subscription/recurring revenue if disclosed.,"{""score"": 0|1|3, ""reasoning"": str}"
l4_customerconcentration,L - Business quality / moat,J,"Is this company dangerously dependent on a small number of large customers, or is its customer base genuinely diversified?","You are a credit/business-risk analyst assessing customer concentration risk. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date. Respond with ONLY a JSON object: {""score"": 0|1|2, ""reasoning"": ""...""}","As of {as_of}, does {company} have a diversified customer base, or is a large share of revenue dependent on a small number of large customers (a single customer >10% of revenue is a common risk flag)? Score 2 (diversified, no concerning concentration), 1 (unclear/moderate concentration), or 0 (high concentration, real dependency risk) - based only on what was knowable as of {as_of}.

Company situation:
{company_brief}

Largest customer(s) as % of revenue (if known): {customer_concentration_pct}",Customer concentration disclosure (10-K risk factors) if available; otherwise inferred from business model (e.g. single-buyer industries like defense contractors vs. broad consumer bases).,"{""score"": 0|1|2, ""reasoning"": str}"
l5_tammomentum,L - Business quality / moat,J,"Is this company's total addressable market (TAM) both large and still growing, or is it mature/shrinking/already saturated?","You are a market-sizing analyst assessing total addressable market (TAM) size and growth trajectory. STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, with no hindsight about how the market actually evolved afterward. Respond with ONLY a JSON object: {""score"": 0|2|4, ""reasoning"": ""...""}","As of {as_of}, is {company}'s addressable market both large relative to its current revenue (meaningful runway left) and still growing (not mature/saturated/shrinking)? Score 4 (large + growing TAM, real runway), 2 (large but mature, or growing but already well-penetrated), or 0 (small and/or shrinking market) - based only on what was knowable as of {as_of}.

Company situation:
{company_brief}","Sector/industry growth-rate context, company's current market share if known, description of market maturity.","{""score"": 0|2|4, ""reasoning"": str}"
l6_pricingpower,L - Business quality / moat,J,Can this company raise prices without losing meaningful volume/customers - a classic Buffett-style pricing-power test of moat strength?,"You are a value-investing analyst applying the classic Buffett pricing-power test ('the single most important decision in evaluating a business is pricing power - if you have to have a prayer session before raising prices, you've got a terrible business'). STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date. Respond with ONLY a JSON object: {""score"": 0|1|3, ""reasoning"": ""...""}","As of {as_of}, could {company} plausibly raise prices meaningfully without losing significant volume or customers (real pricing power), or would a price increase likely drive customers to substitutes (commodity-like, no pricing power)? Score 3 (clear pricing power - brand, switching costs, or lack of substitutes), 1 (some pricing power but constrained by competition), or 0 (commodity-like, minimal pricing power) - based only on what was knowable as of {as_of}.

Company situation:
{company_brief}","Gross margin trend (a proxy signal - stable/rising margins during input-cost inflation suggest real pricing power), business model, competitive intensity described.","{""score"": 0|1|3, ""reasoning"": str}"
l7_capitalintensity,L - Business quality / moat,M,"Is this a capital-light business (low capex relative to revenue), which historically correlates with higher returns on capital and easier scaling?","N/A — mechanical criterion, computed by formula (see formula_or_data_needed)","N/A — mechanical criterion, computed by formula (see formula_or_data_needed)","Capex / Revenue (trailing twelve months). Score: <5% of revenue -> 2 (capital-light), 5-15% -> 1 (moderate), >15% -> 0 (capital-intensive). Needs capex and revenue from cash-flow-statement data; not currently exposed by get_equity_fundamentals in this account's MCP tools - would need a new fetch method if implemented live.",N/A
l8_moatdurabilitytrend,L - Business quality / moat,J,"Is this company's competitive position (moat) widening, stable, or eroding compared to a few years ago?","You are a competitive-strategy analyst tracking moat trajectory over time (per Morningstar's own moat-trend rating methodology: positive/stable/negative). STRICT TIME BOUNDARY: today, for the purpose of this task, is {as_of}. Simulate the judgment as it would have been made on that exact date, with no hindsight about how the competitive landscape actually evolved afterward. Respond with ONLY a JSON object: {""score"": 0|1|2, ""reasoning"": ""...""}","As of {as_of}, does {company}'s competitive position look like it's strengthening (gaining share, widening cost/technology lead, deepening switching costs), holding steady, or eroding (losing share, new entrants closing the gap, technology being disrupted)? Score 2 (widening/strengthening), 1 (stable), or 0 (eroding) - based only on what was knowable as of {as_of}.

Company situation:
{company_brief}

Named competitors and recent competitive dynamics (if known): {competitive_context}","Company description, named competitors, recent market-share commentary if available.","{""score"": 0|1|2, ""reasoning"": str}"
m1_sectorrelstrength,M - Macro / sector positioning,M,"Is this stock's sector outperforming the broader market (relative strength), suggesting favorable sector rotation, or is it lagging?","N/A — mechanical criterion, computed by formula (see formula_or_data_needed)","N/A — mechanical criterion, computed by formula (see formula_or_data_needed)","Sector ETF (e.g. XLK, XLF, XLE, matching the company's GICS sector) trailing 3-month return minus SPY trailing 3-month return, both from get_equity_historicals. Score: sector return > SPY return by >5pp -> 2 (favorable rotation), within +/-5pp -> 1 (neutral), sector lagging SPY by >5pp -> 0 (unfavorable rotation).",N/A
